id,name,city,credit_limit
5425,Rosa Perez,Berlin,5000
5426,Xena Baker,Copenhagen,5000
5427,Bob Davies,Athens,10000
5428,Carol Mitchell,Prague,500
5429,Maya King,Zurich,2000
5430,Carol Evans,Vienna,1000
5431,Olivia Wilson,Berlin,1000
5432,Karen Lewis,Amsterdam,1000
5433,Leo Walker,Madrid,5000
5434,Rosa Williams,Stockholm,500
5435,Grace Campbell,Amsterdam,500
5436,Carol Green,Amsterdam,500
5437,Maya Brown,Brussels,5000
5438,Hank Turner,Helsinki,2000
5439,Eve Allen,Copenhagen,10000
5440,Sam Lewis,Dublin,500
5441,Grace Evans,Stockholm,500
5442,Victor Wright,Warsaw,2000
5443,Iris Scott,Paris,1000
5444,Sam Johnson,Paris,1000
5445,Maya Roberts,Helsinki,500
5446,Dave Hall,Prague,2000
5447,Bob Wilson,Stockholm,1000
5448,Victor Thomas,Madrid,5000
5449,Paul Wright,Madrid,1000
5450,Olivia Carter,Copenhagen,10000
5451,Frank Davies,Berlin,500
5452,Frank Baker,Berlin,5000
5453,Sam Wright,Amsterdam,500
5454,Uma Evans,Prague,10000
5455,Nick Davies,Athens,10000
5456,Karen Carter,Copenhagen,10000
5457,Olivia Wilson,Oslo,1000
5458,Rosa Wilson,Madrid,10000
5459,Frank Wright,Budapest,5000
5460,Alice Johnson,Brussels,10000
5461,Yuki Allen,London,5000
5462,Zoe Nelson,Athens,10000
5463,Xena Baker,Oslo,5000
5464,Victor Brown,Stockholm,5000
5465,Wendy Jones,Dublin,5000
5466,Hank Walker,Helsinki,1000
5467,Zoe Smith,Lisbon,500
5468,Maya Wright,Rome,500
5469,Victor Turner,Amsterdam,1000
5470,Hank Baker,Lisbon,2000
5471,Victor Davies,Berlin,5000
5472,Victor Campbell,Lisbon,500
5473,Yuki Johnson,Zurich,5000
5474,Dave Adams,Prague,5000
5475,Sam Taylor,Berlin,10000
5476,Uma Mitchell,Amsterdam,500
5477,Sam Taylor,Budapest,10000
5478,Maya Allen,Riga,500
5479,Rosa Scott,Zurich,2000
5480,Hank Hall,Riga,10000
5481,Rosa Roberts,Zurich,500
5482,Frank Taylor,Paris,2000
5483,Zoe Jones,Riga,1000
5484,Victor Turner,Zurich,5000
5485,Xena Green,Prague,10000
5486,Jack Baker,Rome,2000
5487,Tina Johnson,Riga,10000
5488,Rosa Baker,Berlin,500
5489,Jack Lewis,Stockholm,10000
5490,Quinn Allen,Paris,5000
5491,Carol Lewis,Amsterdam,1000
5492,Rosa Walker,Stockholm,5000
5493,Paul Evans,Zurich,1000
5494,Alice Green,Stockholm,2000
5495,Maya Mitchell,Berlin,10000
5496,Carol Carter,Stockholm,5000
5497,Tina Wright,Copenhagen,5000
5498,Rosa Taylor,Riga,10000
5499,Nick King,Copenhagen,1000
5500,Eve Johnson,Helsinki,10000
5501,Grace Young,Paris,10000
5502,Karen Adams,Helsinki,500
5503,Maya Baker,Amsterdam,1000
5504,Leo Jones,Prague,500
5505,Victor Campbell,Lisbon,5000
5506,Maya Carter,Riga,2000
5507,Victor Allen,Athens,500
5508,Alice Adams,Madrid,1000
5509,Iris Wright,Amsterdam,2000
5510,Leo Thomas,Prague,1000
5511,Quinn Walker,Stockholm,10000
5512,Maya Evans,Rome,2000
5513,Tina Roberts,Amsterdam,1000
5514,Uma Taylor,Zurich,10000
5515,Iris Perez,Dublin,1000
5516,Grace Wright,Athens,500
5517,Karen Walker,Amsterdam,2000
5518,Carol Adams,Budapest,1000
5519,Rosa Mitchell,Budapest,5000
5520,Frank Johnson,Dublin,1000
5521,Sam Davies,Dublin,10000
5522,Hank Campbell,Brussels,2000
5523,Quinn Green,Lisbon,500
5524,Hank Campbell,Helsinki,500
5525,Rosa Nelson,Dublin,2000
5526,Leo Smith,Copenhagen,10000
5527,Iris Walker,Zurich,2000
5528,Alice Green,Budapest,5000
5529,Yuki Adams,Warsaw,2000
5530,Hank Smith,Vienna,2000
5531,Uma Green,Madrid,10000
5532,Sam Williams,Madrid,5000
5533,Tina Young,Amsterdam,500
5534,Grace King,Budapest,10000
5535,Hank Thomas,Paris,500
5536,Leo Evans,Dublin,2000
5537,Carol Johnson,Warsaw,5000
5538,Dave Johnson,Budapest,1000
5539,Dave Evans,Amsterdam,2000
5540,Tina Evans,Oslo,5000
5541,Xena Campbell,Helsinki,500
5542,Hank Perez,Oslo,5000
5543,Karen Jones,London,10000
5544,Iris Campbell,Rome,500
5545,Jack Mitchell,Berlin,500
5546,Yuki Lewis,Amsterdam,5000
5547,Maya Green,Helsinki,500
5548,Wendy Scott,Helsinki,5000
5549,Rosa Jones,Riga,1000
5550,Yuki Young,London,2000
5551,Leo Taylor,Brussels,10000
5552,Quinn Wright,Lisbon,5000
5553,Frank Taylor,Budapest,10000
5554,Zoe Perez,Oslo,5000
5555,Bob Johnson,Athens,10000
5556,Nick Perez,Stockholm,10000
5557,Olivia Thomas,Warsaw,1000
5558,Eve Young,Budapest,10000
5559,Karen Carter,Prague,10000
5560,Uma Johnson,Athens,5000
5561,Leo Perez,Budapest,10000
5562,Jack Davies,Helsinki,1000
5563,Jack Green,Madrid,500
5564,Zoe Nelson,Oslo,2000
5565,Alice Taylor,London,500
5566,Bob Taylor,Warsaw,2000
5567,Uma Wilson,Athens,1000
5568,Carol Wilson,Rome,500
5569,Zoe Johnson,Budapest,500
5570,Grace Smith,Budapest,2000
5571,Paul Jones,Helsinki,1000
5572,Uma Baker,Oslo,10000
5573,Xena Davies,Madrid,2000
5574,Jack Roberts,Helsinki,10000
5575,Tina Walker,Dublin,10000
5576,Tina Nelson,Copenhagen,1000
5577,Paul Campbell,Brussels,5000
5578,Olivia Baker,Stockholm,2000
5579,Uma Hall,Rome,500
5580,Eve Lewis,Helsinki,1000
5581,Leo Roberts,Vienna,500
5582,Quinn Evans,Amsterdam,10000
5583,Zoe Turner,Madrid,1000
5584,Grace Turner,Berlin,1000
5585,Grace Green,Rome,500
5586,Uma Roberts,Riga,500
5587,Bob Walker,London,500
5588,Quinn Wilson,Oslo,2000
5589,Paul Davies,Vienna,10000
5590,Olivia Lewis,London,10000
5591,Frank Mitchell,Copenhagen,5000
5592,Quinn Nelson,Berlin,5000
5593,Frank Perez,Amsterdam,2000
5594,Paul Allen,Budapest,2000
5595,Xena Lewis,Zurich,2000
5596,Paul Taylor,Dublin,1000
5597,Sam Jones,Budapest,1000
5598,Tina Williams,Helsinki,5000
5599,Maya Adams,Zurich,1000
5600,Xena Brown,Dublin,500
5601,Rosa Campbell,Amsterdam,5000
5602,Dave Baker,Copenhagen,1000
5603,Carol Allen,Vienna,1000
5604,Olivia Perez,Vienna,10000
5605,Uma Scott,Amsterdam,500
5606,Karen Davies,Amsterdam,1000
5607,Sam Scott,Riga,1000
5608,Xena Hall,Amsterdam,500
5609,Xena Hall,Budapest,10000
5610,Carol Baker,Warsaw,1000
5611,Rosa Wright,Rome,1000
5612,Frank Johnson,Lisbon,1000
5613,Zoe Scott,Zurich,1000
5614,Karen Wright,Warsaw,2000
5615,Nick Brown,Copenhagen,5000
5616,Xena Carter,Copenhagen,1000
5617,Frank Perez,Dublin,2000
5618,Hank Smith,Athens,2000
5619,Iris Campbell,Prague,10000
5620,Zoe Mitchell,Copenhagen,10000
5621,Wendy Carter,Madrid,1000
5622,Olivia Green,Athens,5000
5623,Alice Davies,Athens,1000
5624,Olivia Williams,Amsterdam,500
5625,Karen Wilson,Riga,5000
5626,Yuki King,Copenhagen,500
5627,Grace Young,Budapest,1000
5628,Sam Wright,Helsinki,1000
5629,Eve Taylor,London,500
5630,Eve Perez,Lisbon,5000
5631,Xena Perez,Paris,10000
5632,Grace Davies,Paris,500
5633,Iris Mitchell,Zurich,5000
5634,Tina Perez,Stockholm,10000
5635,Quinn King,Athens,5000
5636,Leo Adams,Vienna,2000
5637,Victor King,Lisbon,1000
5638,Hank Baker,Zurich,5000
5639,Bob Perez,Paris,1000
5640,Alice Thomas,Warsaw,1000
5641,Maya Baker,Berlin,10000
5642,Zoe Scott,Budapest,500
5643,Olivia Williams,Lisbon,1000
5644,Grace Campbell,Athens,500
5645,Alice Mitchell,Rome,10000
5646,Frank Mitchell,Athens,2000
5647,Victor Smith,Berlin,2000
5648,Grace Young,Prague,10000
5649,Grace Jones,Riga,1000
5650,Alice Scott,Oslo,5000
5651,Carol Evans,Athens,5000
5652,Carol Green,Madrid,1000
5653,Maya Jones,Rome,1000
5654,Dave Evans,Amsterdam,500
5655,Victor Nelson,Stockholm,5000
5656,Olivia Mitchell,Rome,500
5657,Dave Green,Berlin,500
5658,Dave Walker,Dublin,500
5659,Eve Davies,Paris,500
5660,Tina Carter,Paris,5000
5661,Eve Carter,Budapest,10000
5662,Yuki Allen,Brussels,1000
5663,Tina Carter,Vienna,500
5664,Jack Scott,Vienna,5000
5665,Maya Johnson,Vienna,10000
5666,Alice Adams,Amsterdam,5000
5667,Uma Adams,Warsaw,10000
5668,Dave Taylor,Warsaw,1000
5669,Dave Williams,Warsaw,500
5670,Zoe Wright,Dublin,10000
5671,Eve Johnson,London,10000
5672,Victor Johnson,Rome,1000
5673,Tina Roberts,Dublin,1000
5674,Alice Turner,Athens,1000
5675,Wendy Campbell,Lisbon,2000
5676,Xena Walker,Berlin,500
5677,Zoe Evans,Athens,10000
5678,Leo Taylor,Athens,5000
5679,Alice Mitchell,Madrid,1000
5680,Olivia Brown,Rome,2000
5681,Grace Hall,Lisbon,10000
5682,Karen Wright,Lisbon,5000
5683,Jack Mitchell,Rome,1000
5684,Alice Thomas,Berlin,1000
5685,Alice Taylor,Copenhagen,500
5686,Nick Brown,Lisbon,10000
5687,Frank Young,Brussels,10000
5688,Paul Thomas,Paris,1000
5689,Tina Green,Paris,5000
5690,Xena Carter,Berlin,5000
5691,Nick Campbell,Athens,500
5692,Nick Wilson,Rome,1000
5693,Jack King,Madrid,2000
5694,Karen Thomas,Amsterdam,500
5695,Hank Nelson,Warsaw,500
5696,Hank Jones,Madrid,500
5697,Tina Lewis,Dublin,5000
5698,Sam Mitchell,Stockholm,2000
5699,Nick Perez,Warsaw,10000
5700,Carol Lewis,Stockholm,10000
5701,Victor Mitchell,Lisbon,2000
5702,Jack Hall,Amsterdam,1000
5703,Iris Young,Madrid,1000
5704,Zoe Thomas,Stockholm,5000
5705,Alice Brown,Paris,10000
5706,Bob Mitchell,Madrid,10000
5707,Dave Jones,Vienna,500
5708,Zoe Carter,Oslo,10000
5709,Hank Brown,Stockholm,5000
5710,Iris Mitchell,Berlin,5000
5711,Frank Hall,Helsinki,500
5712,Rosa Smith,Helsinki,500
5713,Zoe Carter,Lisbon,5000
5714,Dave Taylor,Athens,500
5715,Xena Brown,Budapest,500
5716,Olivia Williams,Vienna,10000
5717,Bob Hall,Stockholm,500
5718,Hank Jones,Stockholm,1000
5719,Karen Williams,Paris,2000
5720,Leo King,Prague,5000
5721,Jack Evans,Dublin,1000
5722,Dave Nelson,Vienna,500
5723,Alice Scott,Oslo,1000
5724,Leo Wright,Helsinki,2000
5725,Olivia Hall,Oslo,10000
5726,Iris Young,London,1000
5727,Dave Wright,London,2000
5728,Grace Adams,Vienna,10000
5729,Maya Davies,Stockholm,2000
5730,Nick Walker,Oslo,1000
5731,Carol Lewis,Athens,500
5732,Quinn Wilson,Rome,5000
5733,Alice Jones,Paris,2000
5734,Maya Hall,Oslo,500
5735,Jack Johnson,Athens,500
5736,Yuki Williams,Madrid,500
5737,Olivia Scott,Copenhagen,5000
5738,Dave Thomas,Paris,500
5739,Xena Baker,Prague,10000
5740,Hank Wright,Zurich,500
5741,Wendy Scott,Prague,10000
5742,Alice Johnson,Brussels,500
5743,Karen Perez,Amsterdam,500
5744,Iris Green,Riga,10000
5745,Bob Perez,Athens,2000
5746,Uma Turner,Riga,5000
5747,Maya Perez,Riga,10000
5748,Paul Baker,Brussels,500
5749,Grace Allen,Athens,5000
5750,Victor Brown,Oslo,5000
5751,Tina Wright,Warsaw,500
5752,Nick Walker,Madrid,1000
5753,Grace Young,Warsaw,500
5754,Paul Young,Athens,2000
5755,Hank Wilson,Amsterdam,2000
5756,Nick Davies,Vienna,10000
5757,Victor Scott,Riga,2000
5758,Sam Scott,Madrid,10000
5759,Olivia Perez,London,500
5760,Wendy Turner,Prague,1000
5761,Nick Campbell,Rome,500
5762,Grace Allen,Paris,10000
5763,Olivia Turner,Zurich,1000
5764,Dave Williams,Oslo,500
5765,Frank Adams,London,2000
5766,Dave Campbell,Zurich,500
5767,Hank Lewis,Riga,10000
5768,Quinn Green,Helsinki,10000
5769,Olivia Taylor,Madrid,500
5770,Olivia Smith,Zurich,10000
5771,Uma Scott,Warsaw,10000
5772,Alice Turner,Berlin,10000
5773,Maya Thomas,Warsaw,10000
5774,Eve Davies,Madrid,5000
5775,Leo King,Helsinki,1000
5776,Sam Allen,Helsinki,2000
5777,Olivia Smith,Zurich,1000
5778,Bob Perez,London,2000
5779,Rosa Jones,Oslo,5000
5780,Karen Young,Berlin,1000
5781,Grace Walker,Athens,500
5782,Jack Green,Dublin,500
5783,Yuki Baker,Berlin,1000
5784,Quinn Young,Athens,2000
5785,Zoe Davies,Riga,5000
5786,Rosa King,Rome,5000
5787,Xena Mitchell,Dublin,10000
5788,Victor Campbell,Copenhagen,500
5789,Iris Jones,Athens,2000
5790,Hank Nelson,Madrid,2000
5791,Zoe Williams,Athens,5000
5792,Dave Lewis,Oslo,500
5793,Paul Wright,Brussels,1000
5794,Paul Roberts,Zurich,10000
5795,Hank Johnson,Dublin,2000
5796,Dave Mitchell,Stockholm,10000
5797,Zoe Campbell,Dublin,1000
5798,Jack Baker,Paris,10000
5799,Nick Nelson,Warsaw,10000
5800,Maya Walker,Zurich,1000
5801,Xena Thomas,Riga,5000
5802,Alice Thomas,Stockholm,10000
5803,Jack Taylor,Berlin,5000
5804,Alice Taylor,Zurich,2000
5805,Dave Walker,Rome,1000
5806,Leo Scott,Brussels,5000
5807,Iris Wright,Zurich,1000
5808,Alice King,Athens,1000
5809,Iris Wright,Dublin,10000
5810,Wendy King,Brussels,10000
5811,Bob Hall,Rome,2000
5812,Maya Young,Rome,10000
5813,Olivia Green,Athens,500
5814,Nick Smith,Riga,500
5815,Carol Roberts,Berlin,1000
5816,Dave Scott,Brussels,2000
5817,Victor Mitchell,Riga,1000
5818,Grace Nelson,Oslo,500
5819,Hank Evans,Copenhagen,5000
5820,Alice Johnson,Amsterdam,1000
5821,Bob Thomas,Budapest,10000
5822,Quinn Brown,Dublin,2000
5823,Yuki Turner,London,1000
5824,Leo Thomas,Warsaw,5000
5825,Eve Thomas,Madrid,10000
5826,Dave Hall,Budapest,500
5827,Grace Nelson,Warsaw,2000
5828,Alice Perez,Athens,5000
5829,Maya Campbell,Berlin,5000
5830,Yuki Carter,Copenhagen,500
5831,Yuki King,Rome,2000
5832,Tina Wright,Athens,10000
5833,Uma Jones,Zurich,10000
5834,Xena Smith,Dublin,5000
5835,Rosa Taylor,Madrid,2000
5836,Carol Allen,Prague,5000
5837,Quinn Campbell,Madrid,1000
5838,Karen Green,Amsterdam,5000
5839,Uma Walker,Prague,10000
5840,Nick Green,Zurich,10000
5841,Zoe Wilson,Athens,5000
5842,Wendy Green,Zurich,5000
5843,Jack King,Dublin,10000
5844,Jack Nelson,Berlin,2000
5845,Karen Scott,Prague,2000
5846,Zoe Adams,Paris,500
5847,Dave Green,Rome,10000
5848,Victor Davies,Paris,5000
5849,Leo Wilson,Dublin,500
5850,Leo Brown,Berlin,5000
5851,Carol Hall,Paris,1000
5852,Tina Wright,Zurich,5000
5853,Grace Hall,Budapest,1000
5854,Nick Nelson,Rome,500
5855,Quinn Scott,Prague,2000
5856,Leo Green,Paris,5000
5857,Paul Smith,Paris,500
5858,Tina Baker,Athens,2000
5859,Zoe Taylor,Warsaw,10000
5860,Sam Thomas,Amsterdam,500
5861,Jack Walker,Dublin,2000
5862,Zoe Carter,Zurich,10000
5863,Nick Hall,Copenhagen,5000
5864,Bob Johnson,Oslo,2000
5865,Frank Smith,Warsaw,2000
5866,Nick Campbell,Lisbon,5000
5867,Yuki Allen,Budapest,10000
5868,Alice Scott,Stockholm,2000
5869,Yuki Johnson,Brussels,1000
5870,Zoe King,Riga,500
5871,Nick Taylor,Brussels,2000
5872,Iris Perez,Dublin,5000
5873,Zoe Taylor,Amsterdam,5000
5874,Karen Nelson,Warsaw,500
5875,Dave Walker,Budapest,10000
5876,Tina Lewis,Brussels,500
5877,Alice Nelson,Oslo,1000
5878,Frank Brown,Amsterdam,1000
5879,Jack Davies,Stockholm,5000
5880,Paul Nelson,Copenhagen,2000
5881,Maya Taylor,Budapest,10000
5882,Carol Walker,London,500
5883,Carol Davies,Prague,500
5884,Carol Lewis,Helsinki,2000
5885,Rosa Perez,Helsinki,5000
5886,Bob Smith,Zurich,500
5887,Dave Young,Athens,10000
5888,Maya Young,Copenhagen,10000
5889,Eve Evans,Berlin,1000
5890,Sam Green,Lisbon,5000
5891,Zoe Smith,Prague,5000
5892,Eve Nelson,Oslo,2000
5893,Frank Baker,Oslo,500
5894,Eve Carter,Madrid,1000
5895,Bob Evans,Helsinki,2000
5896,Hank Carter,Copenhagen,2000
5897,Hank Hall,Lisbon,10000
5898,Xena Walker,Zurich,500
5899,Olivia Wright,Lisbon,1000
5900,Leo Thomas,Helsinki,1000
5901,Jack Taylor,Madrid,10000
5902,Wendy Mitchell,Brussels,10000
5903,Karen Thomas,Lisbon,2000
5904,Bob Jones,Oslo,2000
5905,Jack Baker,Lisbon,2000
5906,Uma Allen,Budapest,1000
5907,Grace Campbell,Berlin,500
5908,Eve Evans,Rome,5000
5909,Jack Mitchell,Zurich,10000
5910,Yuki Carter,Copenhagen,10000
5911,Xena Turner,Berlin,5000
5912,Olivia Mitchell,Dublin,1000
5913,Hank Adams,Warsaw,1000
5914,Paul Davies,London,1000
5915,Rosa Wright,Dublin,1000
5916,Carol Young,Lisbon,500
5917,Uma Wright,Paris,500
5918,Tina Perez,Dublin,1000
5919,Bob Thomas,Budapest,1000
5920,Bob Walker,Riga,1000
5921,Karen Carter,Zurich,10000
5922,Eve Thomas,Riga,1000
5923,Karen Campbell,Brussels,2000
5924,Alice Jones,Madrid,10000
5925,Carol Nelson,Dublin,5000
5926,Paul King,Warsaw,10000
5927,Carol Turner,Oslo,2000
5928,Frank Thomas,Prague,2000
5929,Victor Lewis,Prague,2000
5930,Nick Jones,Zurich,1000
5931,Rosa Lewis,Berlin,5000
5932,Tina Green,Vienna,5000
5933,Wendy Perez,Zurich,500
5934,Alice Baker,Budapest,1000
5935,Uma Green,Madrid,1000
5936,Rosa Allen,Helsinki,10000
5937,Victor Thomas,Zurich,5000
5938,Zoe Green,Athens,10000
5939,Nick Scott,Helsinki,10000
5940,Yuki Taylor,Riga,500
5941,Jack Johnson,Copenhagen,10000
5942,Wendy Taylor,Copenhagen,500
5943,Iris Turner,Stockholm,1000
5944,Iris Walker,Brussels,500
5945,Zoe Williams,Riga,10000
5946,Xena Walker,Prague,1000
5947,Iris Taylor,Vienna,10000
5948,Uma Wilson,Athens,5000
5949,Frank King,Brussels,1000
5950,Sam Perez,Madrid,1000
5951,Dave Baker,Zurich,5000
5952,Alice Walker,Amsterdam,10000
5953,Grace Davies,Helsinki,10000
5954,Bob Nelson,Athens,10000
5955,Grace Davies,Rome,500
5956,Bob Turner,Madrid,500
5957,Frank Wilson,Amsterdam,500
5958,Alice Williams,Helsinki,5000
5959,Olivia Hall,Dublin,500
5960,Bob Smith,Helsinki,10000
5961,Victor Campbell,Zurich,5000
5962,Wendy Walker,Madrid,500
5963,Rosa Williams,Warsaw,1000
5964,Leo Walker,Berlin,2000
5965,Bob Carter,Brussels,10000
5966,Jack Johnson,Brussels,500
5967,Sam King,Paris,5000
5968,Iris Hall,Zurich,1000
5969,Grace Johnson,Warsaw,5000
5970,Sam Johnson,Madrid,500
5971,Alice Evans,London,5000
5972,Yuki Walker,Amsterdam,500
5973,Leo Turner,Prague,2000
5974,Xena Scott,Dublin,5000
5975,Carol Johnson,London,500
5976,Nick Hall,Dublin,5000
5977,Iris Williams,Berlin,500
5978,Uma Walker,Lisbon,2000
5979,Carol Nelson,Berlin,1000
5980,Jack Smith,Stockholm,10000
5981,Karen Brown,Dublin,10000
5982,Sam Thomas,Riga,5000
5983,Bob King,Riga,500
5984,Leo Mitchell,Zurich,1000
5985,Nick Hall,Zurich,1000
5986,Jack Wright,Rome,5000
5987,Rosa Carter,Athens,10000
5988,Tina Walker,Amsterdam,5000
5989,Tina Allen,London,10000
5990,Hank Wright,Oslo,10000
5991,Rosa King,Athens,500
5992,Paul King,Copenhagen,10000
5993,Carol Lewis,London,2000
5994,Zoe Scott,Oslo,1000
5995,Leo Allen,Berlin,10000
5996,Olivia Walker,London,10000
5997,Hank Taylor,London,500
5998,Eve Hall,Lisbon,5000
5999,Uma King,Athens,10000
6000,Frank Walker,London,2000
6001,Carol Wright,London,10000
6002,Leo Taylor,Berlin,5000
6003,Leo Johnson,Helsinki,2000
6004,Dave Allen,Copenhagen,5000
6005,Jack Nelson,Berlin,1000
6006,Paul Roberts,Dublin,10000
6007,Frank Perez,Berlin,500
6008,Rosa Adams,Zurich,1000
6009,Iris Williams,Riga,10000
6010,Maya Taylor,Oslo,2000
6011,Frank Davies,Rome,10000
6012,Paul Johnson,Helsinki,10000
6013,Carol Allen,Paris,2000
6014,Xena Carter,Lisbon,2000
6015,Eve Brown,Zurich,2000
6016,Victor Roberts,Lisbon,5000
6017,Bob Johnson,Oslo,10000
6018,Eve Smith,Athens,1000
6019,Eve Campbell,Lisbon,5000
6020,Alice Nelson,Athens,500
6021,Xena Jones,Berlin,5000
6022,Hank Nelson,Budapest,5000
6023,Iris Jones,Stockholm,1000
6024,Grace Turner,Rome,2000
6025,Paul Davies,Helsinki,1000
6026,Rosa Green,Budapest,2000
6027,Alice Jones,Berlin,5000
6028,Quinn Baker,Helsinki,1000
6029,Frank Nelson,Prague,5000
6030,Hank Williams,Rome,5000
6031,Carol Walker,Zurich,2000
6032,Alice Young,Berlin,500
6033,Zoe Lewis,Zurich,500
6034,Carol Brown,Athens,2000
6035,Alice Green,Amsterdam,5000
6036,Zoe Brown,Berlin,2000
6037,Frank Hall,Berlin,500
6038,Xena Lewis,Brussels,5000
6039,Bob Turner,Athens,1000
6040,Grace Jones,Paris,5000
6041,Carol Perez,Oslo,10000
6042,Karen Adams,London,500
6043,Paul Thomas,Berlin,10000
6044,Sam Perez,Warsaw,10000
6045,Wendy Johnson,Warsaw,1000
6046,Zoe Baker,Rome,10000
6047,Quinn Allen,Oslo,10000
6048,Rosa Scott,Vienna,5000
6049,Leo Taylor,Riga,2000
6050,Iris Young,Madrid,5000
6051,Xena Williams,Riga,10000
6052,Eve Young,Vienna,2000
6053,Zoe Wright,Berlin,1000
6054,Yuki Carter,Berlin,500
6055,Iris Johnson,Paris,1000
6056,Leo Mitchell,Zurich,10000
6057,Maya Wilson,Amsterdam,500
6058,Olivia Roberts,Vienna,2000
6059,Olivia Thomas,Helsinki,1000
6060,Karen Campbell,Rome,5000
6061,Quinn Jones,Dublin,2000
6062,Rosa Hall,Paris,5000
6063,Olivia Evans,Athens,10000
6064,Hank Nelson,Prague,2000
6065,Rosa King,Vienna,10000
6066,Jack Davies,Budapest,1000
6067,Maya Perez,Warsaw,5000
6068,Eve Wright,Paris,2000
6069,Karen Jones,Stockholm,5000
6070,Iris Nelson,Paris,5000
6071,Leo Allen,Riga,2000
6072,Leo Williams,Lisbon,5000
6073,Frank Evans,Athens,1000
6074,Xena Turner,London,10000
6075,Bob Wright,Budapest,2000
6076,Dave Jones,Copenhagen,2000
6077,Xena Smith,Riga,500
6078,Hank Brown,Berlin,500
6079,Olivia Mitchell,Helsinki,5000
6080,Dave Green,London,1000
6081,Karen Perez,Warsaw,5000
6082,Victor Walker,Paris,1000
6083,Frank Baker,London,5000
6084,Wendy Green,Lisbon,1000
6085,Karen Turner,Prague,500
6086,Victor Davies,London,500
6087,Victor Taylor,Amsterdam,5000
6088,Karen Perez,Athens,2000
6089,Bob Smith,Amsterdam,5000
6090,Yuki Perez,Paris,500
6091,Karen Brown,Budapest,1000
6092,Xena Davies,Lisbon,10000
6093,Iris Allen,Riga,2000
6094,Bob Allen,Warsaw,500
6095,Paul Brown,Stockholm,1000
6096,Eve Allen,Riga,10000
6097,Bob Lewis,Athens,2000
6098,Uma Smith,Brussels,500
6099,Bob Smith,Dublin,2000
6100,Victor Green,Vienna,2000
6101,Yuki Carter,London,1000
6102,Wendy Scott,Madrid,500
6103,Iris Lewis,Rome,500
6104,Grace Hall,Paris,10000
6105,Tina Nelson,Warsaw,500
6106,Carol Wright,Warsaw,10000
6107,Dave Wilson,Budapest,10000
6108,Tina Davies,Zurich,2000
6109,Leo Mitchell,Brussels,2000
6110,Victor Scott,Budapest,1000
6111,Bob Lewis,Dublin,500
6112,Bob Jones,Oslo,5000
6113,Sam Scott,London,500
6114,Maya Scott,Oslo,10000
6115,Bob Williams,Zurich,5000
6116,Wendy Allen,Copenhagen,2000
6117,Bob Mitchell,Brussels,5000
6118,Quinn Thomas,Rome,1000
6119,Victor Evans,Athens,2000
6120,Jack Scott,Lisbon,1000
6121,Alice Smith,Dublin,5000
6122,Olivia Walker,Amsterdam,2000
6123,Karen Smith,Vienna,1000
6124,Uma Lewis,London,500
6125,Paul Evans,Dublin,2000
6126,Iris Taylor,Dublin,1000
6127,Jack Brown,Stockholm,10000
6128,Iris Davies,Athens,500
6129,Uma Davies,Athens,1000
6130,Hank Perez,Brussels,2000
6131,Karen Campbell,Madrid,500
6132,Alice Carter,Paris,10000
6133,Bob Baker,Oslo,500
6134,Leo Wilson,London,10000
6135,Rosa Hall,Helsinki,2000
6136,Hank Smith,Rome,500
6137,Carol Walker,Dublin,5000
6138,Hank Perez,Rome,10000
6139,Alice Roberts,Budapest,5000
6140,Karen Mitchell,Athens,10000
